record_id,timestamp,vehicle_id,temp_zone,target_temp_low_c,target_temp_high_c,temp_c,pass_flag,sensor_fault_flag
CLD-000034,2025-02-01 04:45:00,V-020,冷凍,-25,-18,-16.44,0.0,0
CLD-000083,2025-06-14 00:15:00,V-012,多溫層,-25,8,-2.34,1.0,0
CLD-000907,2025-05-18 14:15:00,V-019,冷凍,-25,-18,-20.07,1.0,0
CLD-000373,2025-06-25 22:00:00,V-012,多溫層,-25,8,-0.29,1.0,0
CLD-000019,2025-01-28 15:45:00,V-001,冷凍,-25,-18,-21.71,1.0,0
CLD-000020,2025-04-24 00:30:00,V-012,多溫層,-25,8,-10.49,1.0,0
CLD-000727,2025-03-17 08:30:00,V-013,冷藏,2,8,4.95,1.0,0
CLD-000701,2025-06-14 04:00:00,V-008,冷藏,2,8,4.11,1.0,0
CLD-000094,2025-04-02 07:00:00,V-002,多溫層,-25,8,-3.42,1.0,0
CLD-000340,2025-05-12 08:15:00,V-019,冷凍,-25,-18,-24.26,1.0,0
CLD-001017,2025-05-24 19:00:00,V-015,冷凍,-25,-18,-17.86,0.0,0
CLD-000336,2025-03-03 18:00:00,V-015,冷凍,-25,-18,,,1
CLD-000974,2025-05-17 02:00:00,V-015,冷凍,-25,-18,-17.17,0.0,0
CLD-000749,2025-04-05 13:15:00,V-017,冷藏,2,8,8.34,0.0,0
CLD-000640,2025-01-08 04:45:00,V-007,冷藏,2,8,8.71,0.0,0
CLD-000161,2025-05-27 07:45:00,V-007,冷藏,2,8,8.29,0.0,0
CLD-000068,2025-04-16 18:15:00,V-015,冷凍,-25,-18,-17.48,0.0,0
CLD-000335,2025-02-23 06:00:00,V-001,冷凍,-25,-18,,,1
CLD-000406,2025-03-08 04:15:00,V-017,冷藏,2,8,5.08,1.0,0
CLD-000645,2025-03-12 12:00:00,V-010,冷凍,-25,-18,,,1
CLD-000215,2025-01-11 04:30:00,V-007,冷藏,2,8,3.87,1.0,0
CLD-000910,2025-01-03 22:15:00,V-010,冷凍,-25,-18,-23.64,1.0,0
CLD-001016,2025-04-17 08:15:00,V-006,冷藏,2,8,8.57,0.0,0
CLD-000441,2025-03-24 22:45:00,V-006,冷藏,2,8,6.83,1.0,0
CLD-000715,2025-06-14 16:15:00,V-006,冷藏,2,8,,,1
CLD-000628,2025-03-01 20:30:00,V-005,冷凍,-25,-18,-18.15,1.0,0
CLD-000165,2025-03-26 09:15:00,V-013,冷藏,2,8,1.73,0.0,0
CLD-001020,2025-05-13 20:30:00,V-008,冷藏,2,8,6.47,1.0,0
CLD-000699,2025-05-11 11:45:00,V-016,多溫層,-25,8,-12.92,1.0,0
CLD-001058,2025-06-05 21:00:00,V-008,冷藏,2,8,4.4,1.0,0
CLD-000072,2025-01-16 12:30:00,V-017,冷藏,2,8,8.84,0.0,0
CLD-000690,2025-05-07 19:15:00,V-014,冷凍,-25,-18,-26.59,0.0,0
CLD-000850,2025-04-17 14:15:00,V-004,冷藏,2,8,3.36,1.0,0
CLD-000260,2025-04-06 19:15:00,V-011,多溫層,-25,8,-4.77,1.0,0
CLD-000482,2025-04-18 14:00:00,V-020,冷凍,-25,-18,-16.07,0.0,0
CLD-001013,2025-06-09 18:00:00,V-010,冷凍,-25,-18,-25.82,0.0,0
CLD-000142,2025-05-13 12:15:00,V-005,冷凍,-25,-18,,,1
CLD-000303,2025-03-23 11:00:00,V-009,冷凍,-25,-18,-17.59,0.0,0
CLD-000564,2025-03-28 20:15:00,V-018,冷藏,2,8,1.85,0.0,0
CLD-000024,2025-01-13 01:45:00,V-009,冷凍,-25,-18,-24.2,1.0,0
CLD-000866,2025-05-14 07:45:00,V-013,冷藏,2,8,5.66,1.0,0
CLD-000460,2025-04-05 23:15:00,V-018,冷藏,2,8,4.34,1.0,0
CLD-000632,2025-02-23 22:00:00,V-018,冷藏,2,8,2.53,1.0,0
CLD-001037,2025-05-29 07:45:00,V-012,多溫層,-25,8,-10.53,1.0,0
CLD-000007,2025-03-08 10:00:00,V-019,冷凍,-25,-18,-25.78,0.0,0
CLD-000137,2025-04-26 04:45:00,V-015,冷凍,-25,-18,-22.6,1.0,0
CLD-000484,2025-01-14 22:15:00,V-008,冷藏,2,8,7.37,1.0,0
CLD-000003,2025-06-29 08:00:00,V-005,冷凍,-25,-18,-20.99,1.0,0
CLD-000189,2025-06-17 02:45:00,V-005,冷凍,-25,-18,-22.18,1.0,0
CLD-001131,2025-02-03 10:00:00,V-008,冷藏,2,8,7.64,1.0,0
CLD-000358,2025-06-30 12:30:00,V-014,冷凍,-25,-18,-16.75,0.0,0
CLD-000558,2025-05-22 07:15:00,V-004,冷藏,2,8,8.11,0.0,0
CLD-000298,2025-01-20 01:00:00,V-014,冷凍,-25,-18,-20.14,1.0,0
CLD-000942,2025-04-07 23:15:00,V-020,冷凍,-25,-18,-24.44,1.0,0
CLD-000781,2025-03-07 11:00:00,V-007,冷藏,2,8,5.91,1.0,0
CLD-000362,2025-05-21 04:00:00,V-013,冷藏,2,8,2.63,1.0,0
CLD-001006,2025-05-10 05:00:00,V-012,多溫層,-25,8,,,1
CLD-000438,2025-05-07 20:45:00,V-014,冷凍,-25,-18,-17.88,0.0,0
CLD-000734,2025-06-03 02:45:00,V-020,冷凍,-25,-18,-25.26,0.0,0
CLD-000236,2025-05-07 12:00:00,V-016,多溫層,-25,8,-2.93,1.0,0
CLD-000452,2025-03-11 13:00:00,V-007,冷藏,2,8,4.84,1.0,0
CLD-000652,2025-03-06 11:30:00,V-003,冷凍,-25,-18,-22.84,1.0,0
CLD-001107,2025-03-24 03:00:00,V-012,多溫層,-25,8,-11.11,1.0,0
CLD-000171,2025-04-23 02:00:00,V-015,冷凍,-25,-18,-17.29,0.0,0
CLD-000416,2025-02-26 23:15:00,V-020,冷凍,-25,-18,-25.6,0.0,0
CLD-000967,2025-01-15 18:30:00,V-020,冷凍,-25,-18,-19.24,1.0,0
CLD-000081,2025-03-30 20:30:00,V-006,冷藏,2,8,4.8,1.0,0
CLD-000227,2025-01-15 07:45:00,V-001,冷凍,-25,-18,,,1
CLD-000351,2025-05-14 04:45:00,V-008,冷藏,2,8,2.15,1.0,0
CLD-001186,2025-01-23 11:30:00,V-010,冷凍,-25,-18,-17.66,0.0,0
CLD-000956,2025-05-11 15:00:00,V-014,冷凍,-25,-18,-23.91,1.0,0
CLD-000286,2025-06-11 05:00:00,V-019,冷凍,-25,-18,-22.1,1.0,0
CLD-000518,2025-06-14 05:00:00,V-007,冷藏,2,8,5.22,1.0,0
CLD-000341,2025-01-22 10:00:00,V-017,冷藏,2,8,6.47,1.0,0
CLD-001070,2025-06-01 10:15:00,V-018,冷藏,2,8,3.29,1.0,0
CLD-000066,2025-04-29 02:45:00,V-002,多溫層,-25,8,-5.04,1.0,0
CLD-000511,2025-05-01 04:00:00,V-018,冷藏,2,8,5.94,1.0,0
CLD-001192,2025-05-22 14:00:00,V-013,冷藏,2,8,3.46,1.0,0
CLD-000741,2025-02-06 07:00:00,V-020,冷凍,-25,-18,-23.86,1.0,0
CLD-000088,2025-05-27 13:00:00,V-013,冷藏,2,8,2.05,1.0,0
CLD-000030,2025-03-20 00:00:00,V-008,冷藏,2,8,7.93,1.0,0
CLD-000063,2025-04-06 00:45:00,V-018,冷藏,2,8,1.99,0.0,0
CLD-000426,2025-04-11 05:45:00,V-008,冷藏,2,8,2.49,1.0,0
CLD-000421,2025-06-02 01:15:00,V-006,冷藏,2,8,2.9,1.0,0
CLD-001049,2025-02-18 16:00:00,V-015,冷凍,-25,-18,-19.44,1.0,0
CLD-000598,2025-04-07 22:45:00,V-012,多溫層,-25,8,-15.93,1.0,0
CLD-000748,2025-02-01 17:30:00,V-016,多溫層,-25,8,-5.33,1.0,0
CLD-000329,2025-04-29 12:00:00,V-007,冷藏,2,8,8.31,0.0,0
CLD-000212,2025-02-10 19:30:00,V-007,冷藏,2,8,4.61,1.0,0
CLD-000214,2025-05-27 23:15:00,V-012,多溫層,-25,8,-21.42,1.0,0
CLD-000883,2025-03-17 21:00:00,V-001,冷凍,-25,-18,-26.21,0.0,0
CLD-000949,2025-06-16 06:00:00,V-007,冷藏,2,8,6.16,1.0,0
CLD-000805,2025-03-13 06:15:00,V-011,多溫層,-25,8,-8.67,1.0,0
CLD-000728,2025-03-14 21:15:00,V-018,冷藏,2,8,3.3,1.0,0
CLD-000304,2025-02-01 14:30:00,V-016,多溫層,-25,8,,,1
CLD-000872,2025-05-14 03:45:00,V-013,冷藏,2,8,3.17,1.0,0
CLD-000448,2025-01-13 23:00:00,V-003,冷凍,-25,-18,-20.68,1.0,0
CLD-000025,2025-01-29 04:15:00,V-003,冷凍,-25,-18,-25.3,0.0,0
CLD-000934,2025-06-15 10:45:00,V-001,冷凍,-25,-18,-22.51,1.0,0
CLD-000802,2025-04-19 11:15:00,V-014,冷凍,-25,-18,-18.43,1.0,0
CLD-001091,2025-05-20 12:00:00,V-015,冷凍,-25,-18,-19.53,1.0,0
CLD-000982,2025-02-05 21:30:00,V-008,冷藏,2,8,5.19,1.0,0
CLD-000132,2025-02-24 22:00:00,V-010,冷凍,-25,-18,-22.02,1.0,0
CLD-001118,2025-03-21 02:30:00,,冷藏,2,8,5.19,,1
CLD-000552,2025-02-03 06:30:00,V-001,冷凍,-25,-18,,,1
CLD-000925,2025-06-12 16:30:00,V-018,冷藏,2,8,6.07,1.0,0
CLD-000522,2025-03-22 02:00:00,V-008,冷藏,2,8,6.69,1.0,0
CLD-000300,2025-03-09 04:45:00,V-001,冷凍,-25,-18,-22.38,1.0,0
CLD-001164,2025-02-02 15:30:00,V-019,冷凍,-25,-18,-18.52,1.0,0
CLD-000710,2025-06-03 01:30:00,V-018,冷藏,2,8,8.91,0.0,0
CLD-000647,2025-04-08 06:00:00,V-005,冷凍,-25,-18,-20.76,1.0,0
CLD-001002,2025-05-09 22:45:00,V-006,冷藏,2,8,3.56,1.0,0
CLD-000736,2025-01-02 12:15:00,V-016,多溫層,-25,8,9.49,0.0,0
CLD-000401,2025-05-02 19:00:00,V-017,冷藏,2,8,4.55,1.0,0
CLD-000933,2025-04-05 19:45:00,V-007,冷藏,2,8,5.82,1.0,0
CLD-000466,2025-04-14 17:00:00,V-008,冷藏,2,8,4.26,1.0,0
CLD-000960,2025-01-18 08:00:00,V-005,冷凍,-25,-18,-23.1,1.0,0
CLD-001003,2025-05-15 12:15:00,V-010,冷凍,-25,-18,-22.29,1.0,0
CLD-000706,2025-02-23 11:30:00,V-013,冷藏,2,8,7.34,1.0,0
CLD-000655,2025-02-19 01:30:00,V-017,冷藏,2,8,5.27,1.0,0
CLD-001154,2025-04-06 09:45:00,V-004,冷藏,2,8,,,1
CLD-000014,2025-02-26 06:00:00,V-011,多溫層,-25,8,-11.27,1.0,0
CLD-000149,2025-05-17 08:45:00,V-009,冷凍,-25,-18,-21.74,1.0,0
CLD-000609,2025-04-18 04:15:00,V-001,冷凍,-25,-18,-25.53,0.0,0
CLD-001042,2025-06-20 01:45:00,V-001,冷凍,-25,-18,-19.59,1.0,0
CLD-000664,2025-01-12 02:00:00,V-020,冷凍,-25,-18,-18.66,1.0,0
CLD-000390,2025-05-06 16:45:00,V-005,冷凍,-25,-18,-17.59,0.0,0
CLD-000299,2025-04-15 08:00:00,V-010,冷凍,-25,-18,-16.27,0.0,0
CLD-000444,2025-02-13 09:45:00,V-013,冷藏,2,8,2.79,1.0,0
CLD-000047,2025-03-18 02:00:00,,多溫層,-25,8,-0.95,,1
CLD-000810,2025-01-13 08:15:00,V-008,冷藏,2,8,6.25,1.0,0
CLD-000813,2025-01-10 11:15:00,V-003,冷凍,-25,-18,-19.58,1.0,0
CLD-000366,2025-05-16 16:30:00,V-003,冷凍,-25,-18,-20.55,1.0,0
CLD-000845,2025-02-06 07:30:00,V-004,冷藏,2,8,5.82,1.0,0
CLD-001180,2025-06-25 01:00:00,V-003,冷凍,-25,-18,-26.71,0.0,0
CLD-000345,2025-06-30 17:00:00,V-005,冷凍,-25,-18,-19.42,1.0,0
CLD-000959,2025-05-08 13:30:00,V-006,冷藏,2,8,7.92,1.0,0
CLD-000483,2025-03-08 19:15:00,V-012,多溫層,-25,8,8.47,0.0,0
CLD-000800,2025-05-01 18:00:00,V-013,冷藏,2,8,7.64,1.0,0
CLD-000546,2025-01-13 19:45:00,V-002,多溫層,-25,8,-25.41,0.0,0
CLD-000033,2025-02-25 14:00:00,V-020,冷凍,-25,-18,-26.83,0.0,0
CLD-000312,2025-03-21 03:15:00,V-020,冷凍,-25,-18,,,1
CLD-000201,2025-03-28 16:00:00,V-005,冷凍,-25,-18,-25.02,0.0,0
CLD-000730,2025-03-22 14:30:00,V-011,多溫層,-25,8,4.3,1.0,0
CLD-000352,2025-06-10 13:00:00,V-019,冷凍,-25,-18,-23.14,1.0,0
CLD-000107,2025-01-17 13:30:00,V-004,冷藏,2,8,5.83,1.0,0
CLD-001119,2025-03-10 04:15:00,V-017,冷藏,2,8,3.13,1.0,0
CLD-000987,2025-03-29 01:00:00,V-020,冷凍,-25,-18,-24.17,1.0,0
CLD-000342,2025-02-08 00:15:00,V-010,冷凍,-25,-18,-20.0,1.0,0
CLD-000796,2025-06-21 07:45:00,V-016,多溫層,-25,8,-25.15,0.0,0
CLD-000115,2025-04-05 13:45:00,V-018,冷藏,2,8,4.95,1.0,0
CLD-000713,2025-03-18 01:00:00,V-020,冷凍,-25,-18,-24.0,1.0,0
CLD-000684,2025-06-11 09:00:00,V-019,冷凍,-25,-18,-24.63,1.0,0
CLD-000175,2025-02-26 09:30:00,V-010,冷凍,-25,-18,-18.36,1.0,0
CLD-000981,2025-01-08 16:15:00,V-005,冷凍,-25,-18,-20.05,1.0,0
CLD-001024,2025-04-29 14:00:00,V-019,冷凍,-25,-18,-16.06,0.0,0
CLD-000657,2025-05-21 02:45:00,V-016,多溫層,-25,8,-23.4,1.0,0
CLD-000051,2025-06-07 02:30:00,V-016,多溫層,-25,8,-25.87,0.0,0
CLD-001065,2025-01-22 15:30:00,V-011,多溫層,-25,8,-14.49,1.0,0
CLD-000050,2025-04-28 00:15:00,V-020,冷凍,-25,-18,-21.06,1.0,0
CLD-000528,2025-02-08 05:00:00,V-018,冷藏,2,8,,,1
CLD-000873,2025-03-04 23:45:00,V-016,多溫層,-25,8,-4.79,1.0,0
CLD-000095,2025-01-23 12:45:00,V-004,冷藏,2,8,,,1
CLD-000453,2025-04-16 03:00:00,V-007,冷藏,2,8,6.32,1.0,0
CLD-000456,2025-03-16 05:00:00,V-020,冷凍,-25,-18,-17.99,0.0,0
CLD-000634,2025-05-18 07:45:00,V-009,冷凍,-25,-18,,,1
CLD-000153,2025-06-12 23:45:00,V-008,冷藏,2,8,7.98,1.0,0
CLD-000238,2025-04-01 18:45:00,V-004,冷藏,2,8,5.85,1.0,0
CLD-000232,2025-04-15 23:00:00,V-016,多溫層,-25,8,-8.29,1.0,0
CLD-001039,2025-03-01 11:00:00,V-007,冷藏,2,8,7.15,1.0,0
CLD-000891,2025-06-23 14:30:00,V-011,多溫層,-25,8,3.81,1.0,0
CLD-001111,2025-03-18 06:30:00,V-009,冷凍,-25,-18,-24.83,1.0,0
CLD-000880,2025-04-23 17:15:00,V-013,冷藏,2,8,8.55,0.0,0
CLD-000509,2025-03-18 01:45:00,V-010,冷凍,-25,-18,-16.77,0.0,0
CLD-000571,2025-01-14 07:45:00,V-012,多溫層,-25,8,2.51,1.0,0
CLD-001066,2025-01-21 09:00:00,V-006,冷藏,2,8,8.31,0.0,0
CLD-000618,2025-05-11 04:00:00,V-004,冷藏,2,8,6.37,1.0,0
CLD-000529,2025-03-03 16:30:00,V-002,多溫層,-25,8,6.87,1.0,0
CLD-000527,2025-03-21 10:30:00,V-001,冷凍,-25,-18,-25.71,0.0,0
CLD-000849,2025-03-22 21:15:00,V-012,多溫層,-25,8,-1.52,1.0,0
CLD-000379,2025-02-16 09:00:00,V-001,冷凍,-25,-18,-19.59,1.0,0
CLD-000642,2025-01-01 04:30:00,V-003,冷凍,-25,-18,-18.79,1.0,0
CLD-000382,2025-06-20 15:00:00,V-013,冷藏,2,8,4.42,1.0,0
CLD-000339,2025-05-21 13:45:00,V-003,冷凍,-25,-18,,,1
CLD-000658,2025-01-14 13:00:00,V-015,冷凍,-25,-18,-25.43,0.0,0
CLD-000533,2025-05-04 01:15:00,V-018,冷藏,2,8,1.81,0.0,0
CLD-000945,2025-06-04 15:45:00,V-018,冷藏,2,8,3.49,1.0,0
CLD-000493,2025-06-09 03:45:00,V-008,冷藏,2,8,1.93,0.0,0
CLD-000780,2025-04-16 02:45:00,V-006,冷藏,2,8,8.02,0.0,0
CLD-000359,2025-04-15 17:45:00,V-015,冷凍,-25,-18,-21.38,1.0,0
CLD-000209,2025-03-16 09:30:00,V-007,冷藏,2,8,4.82,1.0,0
CLD-000931,2025-01-27 10:45:00,V-015,冷凍,-25,-18,-21.72,1.0,0
CLD-000824,2025-04-12 11:00:00,V-012,多溫層,-25,8,-7.23,1.0,0
CLD-000306,2025-05-21 15:45:00,V-007,冷藏,2,8,6.39,1.0,0
CLD-001093,2025-05-28 21:15:00,V-019,冷凍,-25,-18,-21.06,1.0,0
CLD-001198,2025-03-26 00:15:00,V-002,多溫層,-25,8,-12.59,1.0,0
CLD-000704,2025-04-30 18:30:00,V-003,冷凍,-25,-18,-21.27,1.0,0
CLD-000368,2025-03-05 00:00:00,V-006,冷藏,2,8,6.81,1.0,0
CLD-000468,2025-01-11 22:45:00,V-011,多溫層,-25,8,-2.96,1.0,0
CLD-000139,2025-06-18 01:00:00,V-017,冷藏,2,8,1.69,0.0,0
CLD-000462,2025-05-04 23:30:00,V-011,多溫層,-25,8,-20.55,1.0,0
CLD-000302,2025-03-08 22:00:00,V-013,冷藏,2,8,5.77,1.0,0
CLD-000500,2025-06-29 08:15:00,V-013,冷藏,2,8,2.39,1.0,0
CLD-000031,2025-04-23 15:30:00,V-013,冷藏,2,8,5.36,1.0,0
CLD-000561,2025-03-03 06:15:00,V-016,多溫層,-25,8,4.46,1.0,0
CLD-000890,2025-02-19 00:00:00,V-017,冷藏,2,8,5.52,1.0,0
CLD-000948,2025-04-18 14:30:00,V-016,多溫層,-25,8,-24.02,1.0,0
CLD-000848,2025-01-11 19:00:00,V-014,冷凍,-25,-18,-20.57,1.0,0
CLD-000136,2025-06-15 21:00:00,V-006,冷藏,2,8,6.69,1.0,0
CLD-000649,2025-01-12 00:15:00,,冷凍,-25,-18,-16.8,,1
CLD-000388,2025-06-28 09:45:00,V-013,冷藏,2,8,6.85,1.0,0
CLD-001038,2025-06-22 11:45:00,V-012,多溫層,-25,8,-25.32,0.0,0
CLD-000868,2025-03-11 13:45:00,V-007,冷藏,2,8,6.6,1.0,0
CLD-000489,2025-02-10 12:15:00,V-015,冷凍,-25,-18,-21.18,1.0,0
CLD-000894,2025-04-15 07:00:00,V-011,多溫層,-25,8,9.75,0.0,0
CLD-000239,2025-02-08 22:45:00,V-001,冷凍,-25,-18,-22.85,1.0,0
CLD-000537,2025-04-04 22:30:00,V-009,冷凍,-25,-18,-23.74,1.0,0
CLD-000847,2025-02-27 16:15:00,V-016,多溫層,-25,8,-6.5,1.0,0
CLD-000389,2025-01-24 02:00:00,V-018,冷藏,2,8,3.94,1.0,0
CLD-000319,2025-02-11 02:00:00,V-006,冷藏,2,8,3.03,1.0,0
CLD-000060,2025-06-11 12:15:00,V-003,冷凍,-25,-18,-16.82,0.0,0
CLD-000458,2025-02-26 14:30:00,V-018,冷藏,2,8,3.5,1.0,0
CLD-000130,2025-02-04 07:30:00,V-009,冷凍,-25,-18,-18.45,1.0,0
CLD-000788,2025-05-04 15:45:00,V-006,冷藏,2,8,4.92,1.0,0
CLD-000985,2025-06-14 00:15:00,V-017,冷藏,2,8,8.35,0.0,0
CLD-000249,2025-05-14 03:15:00,V-012,多溫層,-25,8,-26.98,0.0,0
CLD-000589,2025-01-26 05:30:00,V-012,多溫層,-25,8,-9.6,1.0,0
CLD-000815,2025-03-01 15:45:00,V-020,冷凍,-25,-18,-18.93,1.0,0
CLD-001078,2025-02-08 05:45:00,V-015,冷凍,-25,-18,-19.49,1.0,0
CLD-000168,2025-04-12 09:30:00,V-015,冷凍,-25,-18,-21.01,1.0,0
CLD-000437,2025-06-29 17:00:00,V-011,多溫層,-25,8,-5.14,1.0,0
CLD-000842,2025-03-03 17:00:00,V-001,冷凍,-25,-18,-26.3,0.0,0
CLD-000043,2025-03-16 10:15:00,V-018,冷藏,2,8,6.31,1.0,0
CLD-000287,2025-02-23 07:30:00,V-019,冷凍,-25,-18,-26.02,0.0,0
CLD-000279,2025-04-28 18:30:00,V-020,冷凍,-25,-18,-22.18,1.0,0
CLD-001121,2025-05-03 02:30:00,V-016,多溫層,-25,8,-17.78,1.0,0
CLD-001087,2025-03-24 04:30:00,V-013,冷藏,2,8,2.18,1.0,0
CLD-000148,2025-02-26 17:15:00,V-018,冷藏,2,8,6.8,1.0,0
CLD-000259,2025-03-02 06:30:00,V-011,多溫層,-25,8,,,1
CLD-000284,2025-05-16 16:30:00,V-007,冷藏,2,8,7.14,1.0,0
CLD-000144,2025-02-08 20:45:00,V-006,冷藏,2,8,3.2,1.0,0
CLD-000859,2025-02-21 20:30:00,V-017,冷藏,2,8,3.37,1.0,0
CLD-000650,2025-03-29 02:15:00,V-011,多溫層,-25,8,3.77,1.0,0
CLD-000744,2025-01-21 21:45:00,V-004,冷藏,2,8,8.81,0.0,0
CLD-000846,2025-02-08 17:45:00,V-009,冷凍,-25,-18,-17.75,0.0,0
CLD-000502,2025-04-15 09:00:00,V-017,冷藏,2,8,2.47,1.0,0
CLD-000955,2025-04-13 13:00:00,V-009,冷凍,-25,-18,-23.57,1.0,0
CLD-001012,2025-03-10 23:45:00,V-016,多溫層,-25,8,-3.58,1.0,0
CLD-000256,2025-03-19 08:15:00,V-010,冷凍,-25,-18,-20.38,1.0,0
CLD-001084,2025-05-19 20:15:00,V-014,冷凍,-25,-18,-23.84,1.0,0
CLD-000538,2025-06-13 06:00:00,V-005,冷凍,-25,-18,-22.12,1.0,0
